parameter,value,CV,se_sa,rse_sa
Cl_pop,2.82037291455216,,0.00627740695821668,0.222573650662557
V1_pop,0.693252086101948,,0.0339877547402301,4.90265452085952
Q_pop,2.34239056385417,,0.0167854933511829,0.716596694428452
V2_pop,4.94975755812619,,0.0347195760804528,0.701439932617559
S_pop,20.0730820365,,0.154752619939376,0.770945984567694
R0_pop,983.705983694188,,2.87447649441103,0.292208906122161
gamma_pop,0.43609604227755,,nan,nan
MTT_pop,85.0653888364777,,0.226277562211426,0.26600426484431
omega_Cl,0.00284864100260331,0.284864678163191,0.00479740210138612,168.410203216266
omega_V1,0.321448036893072,32.9933305078014,0.0344557345210555,10.7189127219704
omega_Q,0.00851162522563649,0.851177939001096,0.00490243538563209,57.5969366093124
omega_V2,0.0122364468181476,1.22369048751617,0.00987281297589051,80.6836586029891
omega_S,0.0118238863852619,1.18242996548113,nan,nan
omega_R0,0.00200421081315207,0.200421282581465,0.00581950440880568,290.363886404405
omega_gamma,0.00565780799600242,0.565785327403213,0.0214595001679178,379.290003886315
omega_MTT,0.0023877146562218,0.238771805944604,0.00285385028522964,119.522250189871
bPK_central_drug_concentration,0.0887634509930195,,0.00137499688581593,1.54905748980406
acirculating_R,41.6557377751513,,0.672592789238921,1.61464620521051
