TIME,OBS
0.083,1358.2781492753725
0.22761764705882354,766.8528860920225
0.37223529411764705,537.5413149089537
0.5168529411764705,350.7310546106935
0.661470588235294,322.54141591654997
0.8060882352941175,261.97107174807866
0.9507058823529411,206.90928547342804
1.0953235294117645,233.15917339975044
1.239941176470588,133.75013424338806
1.3845588235294117,171.47117341896882
1.5291764705882351,154.76142710237738
1.6737941176470585,109.47335432155509
1.8184117647058822,91.53440121190265
1.9630294117647058,66.33369905018124
2.107647058823529,30.563034638513685
2.252264705882353,39.47763268576
2.3968823529411765,84.26696298812942
2.5415,7.719447475019557
2.6861176470588237,28.015966704087724
2.830735294117647,15.58949180876201
2.9753529411764705,28.976130794917808
3.119970588235294,20.57118840857208
3.2645882352941173,32.47312931027357
3.409205882352941,7.965640363495828
3.5538235294117646,12.144314358761047
3.6984411764705882,21.47113713554291
3.843058823529412,3.8020744857986966
3.987676470588235,36.72757175484689
4.132294117647058,6.898143628935897
4.276911764705882,-16.76903748307193
4.4215294117647055,-21.575157281389252
4.566147058823529,25.50491455960593
4.710764705882353,9.914125552304645
4.855382352941176,34.7948023830301
5.0,19.324991139268676
