TIME,OBS
0.083,1.3691191166256673
0.34178947368421053,0.5593969964674437
0.600578947368421,0.3348540614673206
0.8593684210526316,0.24186759128884558
1.118157894736842,0.18572189500726322
1.3769473684210525,0.14503865248487574
1.6357368421052632,0.11377098600829907
1.8945263157894736,0.08934675740891362
2.1533157894736843,0.0701867429519966
2.412105263157895,0.05513973097579373
2.670894736842105,0.04331943376113889
2.929684210526316,0.034033223290104796
3.1884736842105266,0.026737708073277133
3.447263157894737,0.021006095406431686
3.7060526315789475,0.016503138970310676
3.9648421052631577,0.012965458473961113
4.223631578947368,0.0101861269153327
4.482421052631579,0.008002585631284824
4.74121052631579,0.006287116363415245
5.0,0.004939394837532763
