TIME,OBS
0.083,1369.1190954328158
0.13266666666666665,1113.5834501925783
0.18233333333333335,920.689258825327
0.23199999999999998,774.1245893361711
0.2816666666666667,661.8717269167373
0.3313333333333333,575.074566660207
0.381,507.20480515621125
0.4306666666666667,453.448162417639
0.48033333333333333,410.25250206491796
0.5299999999999999,374.9951707095872
0.5796666666666667,345.73810344160984
0.6293333333333333,321.047524705783
0.6789999999999999,299.8612087283591
0.7286666666666666,281.39075017653505
0.7783333333333333,265.04960472967605
0.828,250.40010844753826
0.8776666666666666,237.1144593696668
0.9273333333333332,224.94598408573776
0.9769999999999999,213.70797430521603
1.0266666666666666,203.25809627826354
1.0763333333333334,193.48690349531867
1.126,184.3093705856036
1.1756666666666666,175.6586510238801
1.2253333333333332,167.48147337142166
1.275,159.7347429808964
1.3246666666666667,152.38303256730407
1.3743333333333332,145.39672621708993
1.424,138.75064658224568
1.4736666666666667,132.42303643622068
1.5233333333333332,126.3948016778078
1.573,120.64894806647672
1.6226666666666665,115.17016034056165
1.6723333333333332,109.94448590277413
1.722,104.95909644444009
1.7716666666666665,100.20210714384852
1.8213333333333332,95.66243807851059
1.8709999999999998,91.32970734165694
1.9206666666666665,87.19414778094975
1.9703333333333333,83.24654041771329
2.02,79.47816195141564
2.0696666666666665,75.88074173202843
2.1193333333333335,72.44642575262341
2.169,69.16774670053438
2.2186666666666666,66.03759802166093
2.2683333333333335,63.04921191129176
2.318,60.19613919000368
2.3676666666666666,57.47223160078518
2.4173333333333336,54.871625934667016
2.467,52.38872925315685
2.5166666666666666,50.018205279448736
2.5663333333333336,47.75496191524007
2.616,45.59413950408379
2.6656666666666666,43.5310996891598
2.7153333333333336,41.561415066124006
2.765,39.68085936782379
2.8146666666666667,37.88539814168415
2.8643333333333336,36.17117995562061
2.914,34.534527830210884
2.9636666666666667,32.9719314701689
3.013333333333333,31.480039531004138
3.063,30.055652603971808
3.1126666666666667,28.695715917041483
3.162333333333333,27.397313124197265
3.212,26.157659845276463
3.2616666666666667,24.974097679890754
3.3113333333333332,23.8440886705453
3.361,22.76520953357022
3.4106666666666667,21.73514680231132
3.4603333333333333,20.751691514398097
3.5100000000000002,19.81273488090067
3.5596666666666668,18.9162635454401
3.6093333333333333,18.06035509092005
3.659,17.243174164529954
3.708666666666667,16.462968408993532
3.7583333333333333,15.718064788449842
3.808,15.006866004669602
3.857666666666667,14.327847010985625
3.9073333333333333,13.6795517569634
3.957,13.060590060784149
4.006666666666667,12.469634642343971
4.056333333333333,11.905418296847182
4.106,11.366731201527507
4.155666666666667,10.85241821931004
4.205333333333333,10.361376476834003
4.255,9.892552992231249
4.304666666666667,9.444942434624355
4.354333333333333,9.017585006963795
4.404,8.609564362172701
4.453666666666667,8.22000553046672
4.503333333333333,7.8480731507157735
4.553,7.492969639797856
4.602666666666667,7.153933574753583
4.652333333333333,6.83023797222376
4.702,6.52118868400938
4.751666666666667,6.226123023827492
4.801333333333333,5.9444082626338695
4.851,5.675440311659872
4.900666666666667,5.418642413547058
4.950333333333333,5.173463906006521
5.0,4.939379054958821
